"species","term","edf","f_stat","p_value","category","is_vegetation","rank","timestamp"
"Satin Bowerbird","s(day_of_year)",2.68707542165394,2.6483160248619,1.29189992256196e-05,"effort",FALSE,19,"2026-06-03 12:03:03"
"Satin Bowerbird","s(cover)",1.37246039577749,1.59460000983824,0.0255273756091184,"vegetation",TRUE,20,"2026-06-03 12:03:03"
"Satin Bowerbird","s(FEve)",1.305718715326,1.42427677666799,0.0337184763665539,"vegetation",TRUE,21,"2026-06-03 12:03:03"
"Satin Bowerbird","s(wooddensity_cwm)",0.605617204983089,0.511479455900329,0.100930577633305,"vegetation",TRUE,22,"2026-06-03 12:03:03"
"Satin Bowerbird","s(mean_fhd)",0.000243657721611536,3.73032561987335e-05,0.484748704147626,"vegetation",TRUE,23,"2026-06-03 12:03:03"
"Satin Bowerbird","s(number_observers)",0.000169352774862084,1.22240984047051e-05,0.73471367611301,"effort",FALSE,24,"2026-06-03 12:03:03"
"Satin Bowerbird","protocol_type",1,5.51173622671229e-13,0.999999407649923,"effort",FALSE,25,"2026-06-03 12:03:03"
"Rufous Whistler","s(day_of_year)",7.56980471957313,164.8622213323,0,"effort",FALSE,1,"2026-06-03 12:05:01"
"Rufous Whistler","s(observer_expertise)",2.65942509610937,85.513175471574,0,"effort",FALSE,2,"2026-06-03 12:05:01"
"Rufous Whistler","s(log(duration_minutes))",2.52007812832901,60.410893610766,0,"other",FALSE,3,"2026-06-03 12:05:01"
"Rufous Whistler","s(log1p(nightlights))",6.13173596945942,47.9321514785398,0,"other",FALSE,4,"2026-06-03 12:05:01"
"Rufous Whistler","s(height_cwm)",2.8173180962202,25.6682340816216,0,"vegetation",TRUE,5,"2026-06-03 12:05:01"
"Rufous Whistler","s(water_occ)",7.51392567283852,22.1125264660993,0,"landscape",FALSE,6,"2026-06-03 12:05:01"
"Rufous Whistler","s(FEve)",2.80464536376846,18.6551118169032,0,"vegetation",TRUE,7,"2026-06-03 12:05:01"
"Rufous Whistler","s(FRic)",1.81992380430162,18.5879402837264,0,"vegetation",TRUE,8,"2026-06-03 12:05:01"
"Rufous Whistler","s(cover)",1.67496451607046,12.9096896609758,0,"vegetation",TRUE,9,"2026-06-03 12:05:01"
"Rufous Whistler","s(time_observations_started)",5.35763524187334,12.68373475773,0,"effort",FALSE,10,"2026-06-03 12:05:01"
"Rufous Whistler","s(log(precip_annual))",6.51463096046901,11.0483112312479,0,"other",FALSE,11,"2026-06-03 12:05:01"
"Rufous Whistler","s(gini_simpson)",1.83911869709221,10.0754957443837,0,"vegetation",TRUE,12,"2026-06-03 12:05:01"
"Rufous Whistler","s(lc_trees)",7.98964625201258,9.93327691802301,0,"landscape",FALSE,13,"2026-06-03 12:05:01"
"Rufous Whistler","s(elevation)",5.00154036012034,7.38725247392367,0,"landscape",FALSE,14,"2026-06-03 12:05:01"
"Rufous Whistler","s(sp_richness)",2.03669356359535,6.64836629901283,9.36804700257809e-06,"vegetation",TRUE,15,"2026-06-03 12:05:01"
"Rufous Whistler","s(wooddensity_cwm)",2.54187216877078,6.25282056530696,6.0889502808692e-05,"vegetation",TRUE,16,"2026-06-03 12:05:01"
"Rufous Whistler","s(temp_annual)",6.30842816364778,5.89095471200728,0,"landscape",FALSE,17,"2026-06-03 12:05:01"
"Rufous Whistler","s(log1p(effort_distance_km))",0.942566964360384,5.45417236609928,2.82703014654606e-05,"other",FALSE,18,"2026-06-03 12:05:01"
"Rufous Whistler","s(pielou_evenness)",1.60506272508644,5.08278514504142,3.52138733363816e-05,"vegetation",TRUE,19,"2026-06-03 12:05:01"
"Rufous Whistler","s(number_observers)",1.65039737251174,2.86004232556381,0.00548282629378027,"effort",FALSE,20,"2026-06-03 12:05:01"
"Rufous Whistler","s(FDiv)",1.21473438435681,1.15448753382969,0.0528040734326308,"vegetation",TRUE,21,"2026-06-03 12:05:01"
"Rufous Whistler","s(mean_fhd)",0.448164592139839,0.196477744844318,0.229217423016018,"vegetation",TRUE,22,"2026-06-03 12:05:01"
"Rufous Whistler","s(LA_cwm)",0.000537991236217136,0.000119257619332293,0.443807058002976,"vegetation",TRUE,23,"2026-06-03 12:05:01"
"Rufous Whistler","s(prop_canopy)",0.000164007053892275,1.1327393270796e-05,0.756739433987364,"vegetation",TRUE,24,"2026-06-03 12:05:01"
"Rufous Whistler","protocol_type",2,2.63170666606984e-11,0.999999999973683,"effort",FALSE,25,"2026-06-03 12:05:01"
"Noisy Friarbird","s(log1p(nightlights))",7.5325428554278,65.626106411615,0,"other",FALSE,1,"2026-06-03 12:06:50"
"Noisy Friarbird","s(log(precip_annual))",6.58634945339291,50.6127138352222,0,"other",FALSE,2,"2026-06-03 12:06:50"
"Noisy Friarbird","s(observer_expertise)",2.6211389640565,42.7128445146882,0,"effort",FALSE,3,"2026-06-03 12:06:50"
"Noisy Friarbird","s(log(duration_minutes))",2.47096419408844,38.0090555225694,0,"other",FALSE,4,"2026-06-03 12:06:50"
"Noisy Friarbird","s(temp_annual)",6.93153565922235,23.2694340264954,0,"landscape",FALSE,5,"2026-06-03 12:06:50"
"Noisy Friarbird","s(LA_cwm)",2.8718765956088,19.738911873933,0,"vegetation",TRUE,6,"2026-06-03 12:06:50"
"Noisy Friarbird","s(FRic)",1.91893676296495,16.2656645472101,0,"vegetation",TRUE,7,"2026-06-03 12:06:50"
"Noisy Friarbird","s(lc_trees)",8.21067306342693,14.6796572114666,0,"landscape",FALSE,8,"2026-06-03 12:06:50"
"Noisy Friarbird","s(day_of_year)",6.78641333095117,14.4960831281293,0,"effort",FALSE,9,"2026-06-03 12:06:50"
"Noisy Friarbird","s(time_observations_started)",5.32670181577494,11.220010838852,0,"effort",FALSE,10,"2026-06-03 12:06:50"
"Noisy Friarbird","s(water_occ)",6.67087835790196,10.4302800275465,0,"landscape",FALSE,11,"2026-06-03 12:06:50"
"Noisy Friarbird","s(wooddensity_cwm)",1.91225349363904,10.3313804781446,0,"vegetation",TRUE,12,"2026-06-03 12:06:50"
"Noisy Friarbird","s(height_cwm)",2.45418864541176,9.77198101721797,0,"vegetation",TRUE,13,"2026-06-03 12:06:50"
"Noisy Friarbird","s(FDiv)",1.86298997970035,7.09872428946752,6.88151050276531e-06,"vegetation",TRUE,14,"2026-06-03 12:06:50"
"Noisy Friarbird","s(number_observers)",1.40310575681341,6.61657920709079,6.55464674403916e-06,"effort",FALSE,15,"2026-06-03 12:06:50"
"Noisy Friarbird","s(elevation)",6.60477483061137,5.91711488658918,0,"landscape",FALSE,16,"2026-06-03 12:06:50"
"Noisy Friarbird","s(FEve)",2.72552123572412,5.73187201037932,0.000208069010738443,"vegetation",TRUE,17,"2026-06-03 12:06:50"
"Noisy Friarbird","s(mean_fhd)",1.82989351631061,5.64879928489141,6.39601077212504e-06,"vegetation",TRUE,18,"2026-06-03 12:06:50"
"Noisy Friarbird","s(cover)",1.73474349765134,2.74251515541231,0.00579775639254265,"vegetation",TRUE,19,"2026-06-03 12:06:50"
"Noisy Friarbird","s(sp_richness)",1.65982645168671,2.71842596632399,0.0049207010877893,"vegetation",TRUE,20,"2026-06-03 12:06:50"
"Noisy Friarbird","s(log1p(effort_distance_km))",2.31691272600387,2.68515770657013,0.0173762276074145,"other",FALSE,21,"2026-06-03 12:06:50"
"Noisy Friarbird","s(gini_simpson)",0.836377701536236,1.70184738532872,0.0048572746773542,"vegetation",TRUE,22,"2026-06-03 12:06:50"
"Noisy Friarbird","s(pielou_evenness)",1.40721172812132,1.32076949761887,0.0442316412266072,"vegetation",TRUE,23,"2026-06-03 12:06:50"
"Noisy Friarbird","s(prop_canopy)",0.437858131967692,0.192916252312499,0.201898662594866,"vegetation",TRUE,24,"2026-06-03 12:06:50"
"Noisy Friarbird","protocol_type",2,3.31621460705968e-13,0.999999999999668,"effort",FALSE,25,"2026-06-03 12:06:50"
"Yellow Thornbill","s(observer_expertise)",3.45131180939416,87.9073895052573,0,"effort",FALSE,1,"2026-06-03 12:08:26"
"Yellow Thornbill","s(log(duration_minutes))",0.988484473963245,28.2849186932444,0,"other",FALSE,2,"2026-06-03 12:08:26"
"Yellow Thornbill","s(water_occ)",7.40512891935782,23.2108645219965,0,"landscape",FALSE,3,"2026-06-03 12:08:26"
"Yellow Thornbill","s(pielou_evenness)",2.9011417792884,19.1078190988105,0,"vegetation",TRUE,4,"2026-06-03 12:08:26"
"Yellow Thornbill","s(FEve)",2.43722426646161,14.991525822204,0,"vegetation",TRUE,5,"2026-06-03 12:08:26"
"Yellow Thornbill","s(log(precip_annual))",7.07842879349125,13.5518955904063,0,"other",FALSE,6,"2026-06-03 12:08:26"
"Yellow Thornbill","s(elevation)",5.90719309792682,10.982891619542,0,"landscape",FALSE,7,"2026-06-03 12:08:26"
"Yellow Thornbill","s(lc_trees)",8.0257254324383,10.8801202838881,0,"landscape",FALSE,8,"2026-06-03 12:08:26"
"Yellow Thornbill","s(log1p(nightlights))",8.00679324715487,10.2585734245014,0,"other",FALSE,9,"2026-06-03 12:08:26"
"Yellow Thornbill","s(wooddensity_cwm)",1.85197924755789,9.18085472737529,3.5284562971416e-07,"vegetation",TRUE,10,"2026-06-03 12:08:26"
"Yellow Thornbill","s(LA_cwm)",2.84453073615858,8.98800382421271,1.07879722954785e-06,"vegetation",TRUE,11,"2026-06-03 12:08:26"
"Yellow Thornbill","s(time_observations_started)",6.01653988137416,7.26323967941044,0,"effort",FALSE,12,"2026-06-03 12:08:26"
"Yellow Thornbill","s(prop_canopy)",2.77010851893251,5.65850620153694,7.67576906353096e-05,"vegetation",TRUE,13,"2026-06-03 12:08:26"
"Yellow Thornbill","s(temp_annual)",5.82991150712048,5.64519184284132,0,"landscape",FALSE,14,"2026-06-03 12:08:26"
"Yellow Thornbill","s(day_of_year)",3.08228648050513,4.78006806446229,0,"effort",FALSE,15,"2026-06-03 12:08:26"
"Yellow Thornbill","s(sp_richness)",1.71322198153977,4.39565610004495,0.000336531806447438,"vegetation",TRUE,16,"2026-06-03 12:08:26"
"Yellow Thornbill","s(number_observers)",1.52510988132651,3.1693751251279,0.00207449414291627,"effort",FALSE,17,"2026-06-03 12:08:26"
"Yellow Thornbill","s(mean_fhd)",1.01100500855929,1.81061452636436,0.00876069702938742,"vegetation",TRUE,18,"2026-06-03 12:08:26"
"Yellow Thornbill","s(log1p(effort_distance_km))",0.844022169389925,1.80033116159615,0.0107855520949249,"other",FALSE,19,"2026-06-03 12:08:26"
"Yellow Thornbill","s(cover)",0.820374273843046,1.52051778547873,0.0157072618845699,"vegetation",TRUE,20,"2026-06-03 12:08:26"
"Yellow Thornbill","s(FDiv)",0.899470769985804,0.760050893691095,0.0750135949895885,"vegetation",TRUE,21,"2026-06-03 12:08:26"
"Yellow Thornbill","s(gini_simpson)",0.000178262058479018,5.63337869224386e-05,0.330149190479855,"vegetation",TRUE,22,"2026-06-03 12:08:26"
"Yellow Thornbill","s(FRic)",0.000179197501681805,1.23407063103582e-05,0.738709787496095,"vegetation",TRUE,23,"2026-06-03 12:08:26"
"Yellow Thornbill","s(height_cwm)",0.000174722894924868,8.97385297092997e-06,0.819354015931281,"vegetation",TRUE,24,"2026-06-03 12:08:26"
"Yellow Thornbill","protocol_type",1,3.58976328204394e-13,0.999999521956835,"effort",FALSE,25,"2026-06-03 12:08:26"
"Rock Pigeon","s(log1p(effort_distance_km))",2.78464057886716,24.2229575298039,0,"other",FALSE,1,"2026-06-03 12:09:50"
"Rock Pigeon","s(lc_trees)",6.79324613767713,22.8539642923959,0,"landscape",FALSE,2,"2026-06-03 12:09:50"
"Rock Pigeon","s(log1p(nightlights))",7.4608443485052,19.1399303884381,0,"other",FALSE,3,"2026-06-03 12:09:50"
"Rock Pigeon","s(log(precip_annual))",6.65241272729772,16.1080358958117,0,"other",FALSE,4,"2026-06-03 12:09:50"
"Rock Pigeon","s(water_occ)",5.31364077407595,13.2625439735975,0,"landscape",FALSE,5,"2026-06-03 12:09:50"
"Rock Pigeon","s(elevation)",5.81643949541729,11.5058881319964,0,"landscape",FALSE,6,"2026-06-03 12:09:50"
"Rock Pigeon","s(temp_annual)",7.19029199076005,9.16558641481112,0,"landscape",FALSE,7,"2026-06-03 12:09:50"
"Rock Pigeon","s(wooddensity_cwm)",1.86041575500153,5.62510328271131,6.42281598809413e-05,"vegetation",TRUE,8,"2026-06-03 12:09:50"
"Rock Pigeon","s(FEve)",0.928074228464,4.29110174599344,7.27338069318462e-05,"vegetation",TRUE,9,"2026-06-03 12:09:50"
"Rock Pigeon","s(height_cwm)",1.62635349848695,4.24679109959849,0.000212309674672562,"vegetation",TRUE,10,"2026-06-03 12:09:50"
"Rock Pigeon","s(prop_canopy)",1.67233321922768,3.93704009324443,0.000365459375741062,"vegetation",TRUE,11,"2026-06-03 12:09:50"
"Rock Pigeon","s(time_observations_started)",4.5653846619907,2.74091954154736,9.57684267568482e-05,"effort",FALSE,12,"2026-06-03 12:09:50"
"Rock Pigeon","s(FDiv)",1.53388964483765,2.68235460941938,0.00353721209014157,"vegetation",TRUE,13,"2026-06-03 12:09:50"
"Rock Pigeon","s(gini_simpson)",1.40560087529846,2.32022872448666,0.00271677906302958,"vegetation",TRUE,14,"2026-06-03 12:09:50"
"Rock Pigeon","s(sp_richness)",0.875613526459237,2.31174525004476,0.00139739810160511,"vegetation",TRUE,15,"2026-06-03 12:09:50"
"Rock Pigeon","s(mean_fhd)",0.858493376502071,2.00802623743089,0.00385828825830925,"vegetation",TRUE,16,"2026-06-03 12:09:50"
"Rock Pigeon","s(cover)",0.855055148895137,1.9540167576893,0.00635749147388531,"vegetation",TRUE,17,"2026-06-03 12:09:50"
"Rock Pigeon","s(pielou_evenness)",1.37235880957051,1.72882569164075,0.0114564357841147,"vegetation",TRUE,18,"2026-06-03 12:09:50"
"Rock Pigeon","s(number_observers)",1.22918824730537,1.55548875244392,0.0231187337964971,"effort",FALSE,19,"2026-06-03 12:09:50"
"Rock Pigeon","s(log(duration_minutes))",9.26058054500639e-05,1.41461190061402e-05,0.580423222594747,"other",FALSE,20,"2026-06-03 12:09:50"
"Rock Pigeon","s(observer_expertise)",7.71948748922406e-05,6.31247035286305e-06,0.656582763100019,"effort",FALSE,21,"2026-06-03 12:09:50"
"Rock Pigeon","s(LA_cwm)",1.67114237950767e-05,5.74299582181586e-06,0.273735877658418,"vegetation",TRUE,22,"2026-06-03 12:09:50"
"Rock Pigeon","s(day_of_year)",5.75404956026561e-05,4.12064739581878e-06,0.578273864800743,"effort",FALSE,23,"2026-06-03 12:09:50"
"Rock Pigeon","s(FRic)",5.54021563550936e-05,6.42842375486452e-07,0.942689791644501,"vegetation",TRUE,24,"2026-06-03 12:09:50"
"Rock Pigeon","protocol_type",1,3.91099491489716e-13,0.999999501026074,"effort",FALSE,25,"2026-06-03 12:09:50"
"Pied Butcherbird","s(temp_annual)",5.90359247940865,33.0116440621413,0,"landscape",FALSE,1,"2026-06-03 10:55:05"
"Pied Butcherbird","s(log1p(nightlights))",5.96446294209596,18.8453086467569,0,"other",FALSE,2,"2026-06-03 10:55:05"
"Pied Butcherbird","s(observer_expertise)",2.63798939123391,16.2273005739905,0,"effort",FALSE,3,"2026-06-03 10:55:05"
"Pied Butcherbird","s(log(duration_minutes))",1.87646875344485,14.7791448292137,0,"other",FALSE,4,"2026-06-03 10:55:05"
"Pied Butcherbird","s(elevation)",4.50608493479451,11.8278751961494,0,"landscape",FALSE,5,"2026-06-03 10:55:05"
"Pied Butcherbird","s(sp_richness)",1.88889449258978,11.101300713485,0,"vegetation",TRUE,6,"2026-06-03 10:55:05"
"Pied Butcherbird","s(time_observations_started)",3.88680953075718,10.0255620679919,0,"effort",FALSE,7,"2026-06-03 10:55:05"
"Pied Butcherbird","s(height_cwm)",1.87714893401739,9.05173155911564,6.95557670793434e-07,"vegetation",TRUE,8,"2026-06-03 10:55:05"
"Pied Butcherbird","s(FRic)",1.74560310766305,7.62828988961084,1.34775657645303e-06,"vegetation",TRUE,9,"2026-06-03 10:55:05"
"Pied Butcherbird","s(log(precip_annual))",6.91602450592397,6.50651364687288,0,"other",FALSE,10,"2026-06-03 10:55:05"
"Pied Butcherbird","s(lc_trees)",5.01291872563478,5.91119946534784,0,"landscape",FALSE,11,"2026-06-03 10:55:05"
"Pied Butcherbird","s(water_occ)",5.66004977986074,5.70333295472727,0,"landscape",FALSE,12,"2026-06-03 10:55:05"
"Pied Butcherbird","s(FDiv)",0.935088821833935,4.78771418504945,3.90514486104943e-05,"vegetation",TRUE,13,"2026-06-03 10:55:05"
"Pied Butcherbird","s(LA_cwm)",1.66246981944045,4.51213089713066,0.000132387947467949,"vegetation",TRUE,14,"2026-06-03 10:55:05"
"Pied Butcherbird","s(log1p(effort_distance_km))",0.922288727096719,3.93906763505227,0.000286731061273193,"other",FALSE,15,"2026-06-03 10:55:05"
"Pied Butcherbird","s(day_of_year)",2.94384383544784,2.3518526539448,6.98703831912839e-05,"effort",FALSE,16,"2026-06-03 10:55:05"
"Pied Butcherbird","s(wooddensity_cwm)",1.33600057041556,1.85040949261227,0.0126666975580014,"vegetation",TRUE,17,"2026-06-03 10:55:05"
"Pied Butcherbird","s(pielou_evenness)",1.52798985723149,1.83228437453332,0.0113853202629697,"vegetation",TRUE,18,"2026-06-03 10:55:05"
"Pied Butcherbird","s(cover)",1.32309887827357,1.56048994231613,0.0214680320548331,"vegetation",TRUE,19,"2026-06-03 10:55:05"
"Pied Butcherbird","s(prop_canopy)",1.40905294255191,1.03853059642728,0.0932773609076681,"vegetation",TRUE,20,"2026-06-03 10:55:05"
"Pied Butcherbird","s(number_observers)",1.03870928094216,0.901504684209147,0.0763498627943429,"effort",FALSE,21,"2026-06-03 10:55:05"
"Pied Butcherbird","s(gini_simpson)",0.963432504362607,0.754937275388758,0.0525672436085471,"vegetation",TRUE,22,"2026-06-03 10:55:05"
"Pied Butcherbird","s(mean_fhd)",7.59238181694438e-05,1.10544265374863e-05,0.457301070207516,"vegetation",TRUE,23,"2026-06-03 10:55:05"
"Pied Butcherbird","s(FEve)",7.1139781504666e-05,1.01803807298396e-06,0.940959296479419,"vegetation",TRUE,24,"2026-06-03 10:55:05"
"Pied Butcherbird","protocol_type",1,1.89730443149396e-13,0.999999652461633,"effort",FALSE,25,"2026-06-03 10:55:05"
"Australasian Figbird","s(observer_expertise)",2.06956876179747,34.1396919796422,0,"effort",FALSE,1,"2026-06-03 10:57:01"
"Australasian Figbird","s(log(duration_minutes))",0.983936476800273,20.1644926816822,0,"other",FALSE,2,"2026-06-03 10:57:01"
"Australasian Figbird","s(cover)",2.76272077814204,16.2951986434019,0,"vegetation",TRUE,3,"2026-06-03 10:57:01"
"Australasian Figbird","s(LA_cwm)",2.7356122129696,13.318102624345,0,"vegetation",TRUE,4,"2026-06-03 10:57:01"
"Australasian Figbird","s(temp_annual)",3.68447335850703,11.8040729525611,0,"landscape",FALSE,5,"2026-06-03 10:57:01"
"Australasian Figbird","s(water_occ)",7.17990291888291,7.69911769734408,0,"landscape",FALSE,6,"2026-06-03 10:57:01"
"Australasian Figbird","s(height_cwm)",1.83126015788597,7.3828408185564,2.84096234626219e-06,"vegetation",TRUE,7,"2026-06-03 10:57:01"
"Australasian Figbird","s(mean_fhd)",1.88522874417998,6.7777441678751,4.60775929633783e-06,"vegetation",TRUE,8,"2026-06-03 10:57:01"
"Australasian Figbird","s(log1p(nightlights))",6.40515026617798,6.69456535399192,0,"other",FALSE,9,"2026-06-03 10:57:01"
"Australasian Figbird","s(prop_canopy)",2.22932561827078,6.25811517062577,1.44705306532877e-05,"vegetation",TRUE,10,"2026-06-03 10:57:01"
"Australasian Figbird","s(wooddensity_cwm)",1.86062833214752,5.60676208955622,5.90977997818598e-05,"vegetation",TRUE,11,"2026-06-03 10:57:01"
"Australasian Figbird","s(day_of_year)",4.49821370829733,5.51546023736912,0,"effort",FALSE,12,"2026-06-03 10:57:01"
"Australasian Figbird","s(gini_simpson)",2.56449147296784,5.50080110263668,5.95017606046522e-05,"vegetation",TRUE,13,"2026-06-03 10:57:01"
"Australasian Figbird","s(log(precip_annual))",5.41146825313012,5.40922139279135,0,"other",FALSE,14,"2026-06-03 10:57:01"
"Australasian Figbird","s(sp_richness)",0.934875347112512,4.76350751143492,3.46352924596172e-05,"vegetation",TRUE,15,"2026-06-03 10:57:01"
"Australasian Figbird","s(FRic)",2.06849880784471,4.72264018318248,0.000307332501777502,"vegetation",TRUE,16,"2026-06-03 10:57:01"
"Australasian Figbird","s(time_observations_started)",4.35079326459441,4.53722434395817,0,"effort",FALSE,17,"2026-06-03 10:57:01"
"Australasian Figbird","s(pielou_evenness)",2.02454030578363,3.05809627662422,0.00282581671903492,"vegetation",TRUE,18,"2026-06-03 10:57:01"
"Australasian Figbird","s(number_observers)",0.863627608583763,2.10702528648707,0.00659490159116238,"effort",FALSE,19,"2026-06-03 10:57:01"
"Australasian Figbird","s(lc_trees)",0.947627703230937,1.99593586573779,7.02102236926905e-06,"landscape",FALSE,20,"2026-06-03 10:57:01"
"Australasian Figbird","s(FDiv)",0.541888472519479,0.30605064459251,0.164136624050166,"vegetation",TRUE,21,"2026-06-03 10:57:01"
"Australasian Figbird","s(log1p(effort_distance_km))",0.00061512864521683,0.000180167101950661,0.389556101158646,"other",FALSE,22,"2026-06-03 10:57:01"
"Australasian Figbird","s(FEve)",6.78586362330726e-05,1.1112005070188e-05,0.471535399745813,"vegetation",TRUE,23,"2026-06-03 10:57:01"
"Australasian Figbird","s(elevation)",3.08496937121624e-05,6.58923613783186e-06,0.130282933275776,"landscape",FALSE,24,"2026-06-03 10:57:01"
"Australasian Figbird","protocol_type",1,3.86754538458748e-13,0.999999503805488,"effort",FALSE,25,"2026-06-03 10:57:01"
"White-plumed Honeyeater","s(observer_expertise)",1.94583636626978,45.4937769834971,0,"effort",FALSE,1,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(sp_richness)",1.95690261488881,40.4179489944322,0,"vegetation",TRUE,2,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(log(precip_annual))",6.2724874980677,27.9321279984963,0,"other",FALSE,3,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(log(duration_minutes))",1.28123894031417,26.0734140298545,0,"other",FALSE,4,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(FRic)",1.88876411148342,22.2632965216219,0,"vegetation",TRUE,5,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(log1p(nightlights))",8.25858800356678,17.3193524147478,0,"other",FALSE,6,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(temp_annual)",6.46221063857375,16.3605554223765,0,"landscape",FALSE,7,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(gini_simpson)",1.91562824212332,13.5555510438053,0,"vegetation",TRUE,8,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(cover)",1.88859539769287,12.3074055466245,0,"vegetation",TRUE,9,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(elevation)",7.15409252954008,10.4127769846462,0,"landscape",FALSE,10,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(FEve)",1.98559116570734,8.51548441431076,6.1329278322475e-07,"vegetation",TRUE,11,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(lc_trees)",7.46604380675817,6.73491435925215,0,"landscape",FALSE,12,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(pielou_evenness)",1.84140280797115,6.08924361557157,2.73691392055353e-05,"vegetation",TRUE,13,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(water_occ)",2.61509074448397,5.83639977656972,0,"landscape",FALSE,14,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(FDiv)",1.80592845648151,4.52539541175985,0.000300571749803247,"vegetation",TRUE,15,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(wooddensity_cwm)",0.930661006551008,4.47081001165542,0.000105837387402108,"vegetation",TRUE,16,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(log1p(effort_distance_km))",1.67591431376752,3.54172444077383,0.00155837497142808,"other",FALSE,17,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(day_of_year)",3.08669824152324,3.4660281132791,-4.1558724728219e-07,"effort",FALSE,18,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(time_observations_started)",5.75869361447381,3.1086306611334,0.000111241032698994,"effort",FALSE,19,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(mean_fhd)",0.874444455947319,2.32017092106869,0.00188186376221944,"vegetation",TRUE,20,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(height_cwm)",1.1864766928469,1.23777829061771,0.0348557568212349,"vegetation",TRUE,21,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(number_observers)",0.690883968897228,0.74477762226163,0.0710563747864312,"effort",FALSE,22,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(prop_canopy)",0.443028841064193,0.213416755669845,0.195299229781491,"vegetation",TRUE,23,"2026-06-03 10:58:51"
"White-plumed Honeyeater","s(LA_cwm)",0.000236209826306599,5.37492836002896e-05,0.401230745639617,"vegetation",TRUE,24,"2026-06-03 10:58:51"
"White-plumed Honeyeater","protocol_type",2,1.46812877543742e-11,0.999999999985319,"effort",FALSE,25,"2026-06-03 10:58:51"
"New Holland Honeyeater","s(temp_annual)",7.75710321489624,84.3486575549975,0,"landscape",FALSE,1,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(log(duration_minutes))",2.48343460695795,83.1626647416015,0,"other",FALSE,2,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(observer_expertise)",3.14639175737041,58.7817976409482,0,"effort",FALSE,3,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(wooddensity_cwm)",2.94023054353157,47.6165244304745,0,"vegetation",TRUE,4,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(cover)",2.94096101710114,42.0872866614379,0,"vegetation",TRUE,5,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(elevation)",7.52890429971932,35.2347198941967,0,"landscape",FALSE,6,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(lc_trees)",7.86053915605204,32.4772619035615,0,"landscape",FALSE,7,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(LA_cwm)",1.96212043341984,31.9302953178741,0,"vegetation",TRUE,8,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(FEve)",1.89243476603113,30.7425245470133,0,"vegetation",TRUE,9,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(log1p(nightlights))",7.73389965194122,29.5595115630607,0,"other",FALSE,10,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(FRic)",1.96490019717121,27.3858251752179,0,"vegetation",TRUE,11,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(mean_fhd)",1.96709260438142,26.8103777139499,0,"vegetation",TRUE,12,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(FDiv)",1.90978708247257,23.6801974163797,0,"vegetation",TRUE,13,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(log(precip_annual))",5.63300718532505,23.4235814275027,0,"other",FALSE,14,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(height_cwm)",2.89836885540039,22.1856649100432,0,"vegetation",TRUE,15,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(water_occ)",6.79417016169919,20.628860213679,0,"landscape",FALSE,16,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(gini_simpson)",2.59661215088293,15.0855584082217,0,"vegetation",TRUE,17,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(prop_canopy)",1.90552769693578,11.9577467882846,0,"vegetation",TRUE,18,"2026-06-03 11:00:28"
"New Holland Honeyeater","s(pielou_evenness)",2.78920813490734,7.76632760853682,6.63969249847796e-06,"vegetation",TRUE,19,"2026-06-03 11:00:28"
